"season"|"team"|"player"|"dob"|"age"|"nationality"|"current.club"|"height.cm"|"foot"|"joined"|"contract.start"|"contract.end"|"curr.market.value.EUR"|"prev.market.value.EUR"
"2016"|"Mumbai City FC"|"Raju Gaikwad"|1990-09-25|"25"|"India"|"Jamshedpur FC"|"180"|NA|2014-07-01|NA|NA|"50K"|"50K"
"2016"|"Mumbai City FC"|"Lalchhawnkima"|1991-05-31|"25"|"India"|"Mohun Bagan AC"|"178"|"both"|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Mehrajuddin Wadoo"|1984-02-12|"32"|"India"|"Without Club"|"186"|"right"|NA|NA|NA|"75K"|NA
"2016"|"Mumbai City FC"|"Aiborlang Khongjee"|1987-12-09|"28"|"India"|"Amar Tomar Kolkata"|"180"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Sahil Tavora"|1995-10-19|"20"|"India"|"Grupo Desportivo Santa Cruz de Alvarenga"|"180"|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Zakeer Mundampara"|1990-05-20|"26"|"India"|"Kerala Blasters FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Sehnaj Singh"|1993-07-29|"22"|"India"|"Mumbai City FC"|"180"|NA|2016-07-01|NA|2019-05-31|NA|NA
"2016"|"Mumbai City FC"|"Léo Costa"|1986-03-03|"30"|"Brazil"|"Without Club"|"181"|"right"|2016-07-12|NA|NA|"250K"|"400K"
"2016"|"Mumbai City FC"|"Sanju Pradhan"|1989-08-15|"26"|"India"|"Mumbai City FC"|"168"|"right"|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Abhinas Ruidas"|1994-10-12|"21"|"India"|"Mohun Bagan AC"|"173"|NA|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Achille Emaná"|1982-06-05|"34"|"Cameroon"|"Without Club"|"180"|"right"|NA|NA|NA|"400K"|"400K"
"2016"|"Mumbai City FC"|"Pranjal Bhumij"|1999-03-02|"17"|"India"|"Mumbai City FC"|"172"|"right"|NA|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Rakesh Oram"|1997-10-31|"18"|"India"|"Bengaluru FC B"|NA|NA|2016-09-01|NA|NA|NA|NA
"2016"|"Mumbai City FC"|"Thiago Santos"|1995-04-12|"21"|"Brazil"|"Clube de Regatas do Flamengo B"|"178"|"right"|NA|NA|NA|"100K"|NA
"2016"|"Mumbai City FC"|"Éverton Santos"|1986-10-14|"29"|"Brazil"|"Amar Tomar Kolkata"|"176"|"right"|NA|NA|NA|"250K"|"400K"
"2016"|"Mumbai City FC"|"Rafa Jordá"|1984-01-01|"32"|"Spain"|"Without Club"|"192"|"right"|NA|NA|NA|"150K"|"400K"
"2016"|"Mumbai City FC"|"Balwant Singh"|1986-12-15|"29"|"India"|"Amar Tomar Kolkata"|"180"|NA|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Ravi Kumar"|1993-07-04|"22"|"India"|"Mumbai City FC"|"182"|"right"|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"TP Rehenesh"|1993-02-13|"23"|"India"|"NorthEast United FC"|"178"|NA|2015-07-01|NA|2019-05-31|NA|NA
"2016"|"NorthEast United FC"|"Ishan Debnath"|1991-06-07|"25"|"India"|"Without Club"|"178"|NA|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Gurpreet Singh"|1995-07-15|"20"|"India"|"Aizawl Football Club"|NA|"right"|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"José Goncalves"|1985-09-17|"30"|"Portugal"|"Without Club"|"190"|"left"|NA|NA|NA|"500K"|"500K"
"2016"|"NorthEast United FC"|"Sambinha"|1992-09-23|"23"|"Guinea-Bissau"|"SU 1º Dezembro"|"184"|"right"|NA|NA|NA|"250K"|"250K"
"2016"|"NorthEast United FC"|"Martín Díaz"|1988-03-17|"28"|"Uruguay"|"FC Pune City"|"185"|"left"|NA|NA|NA|"225K"|"200K"
"2016"|"NorthEast United FC"|"Abdul Hakku"|1994-10-06|"21"|"India"|"Kerala Blasters FC"|"184"|"right"|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Gursimrat Singh Gill"|1997-02-11|"19"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Robert Lalthlamuana"|1988-09-04|"27"|"India"|"NorthEast United FC"|"171"|"left"|NA|NA|NA|"25K"|NA
"2016"|"NorthEast United FC"|"Nirmal Chettri"|1990-10-21|"25"|"India"|"FC Goa"|"177"|"both"|2016-05-25|NA|NA|"75K"|"75K"
"2016"|"NorthEast United FC"|"Reagan Singh"|1991-04-01|"25"|"India"|"NorthEast United FC"|"173"|"right"|2016-07-01|NA|2020-05-31|NA|NA
"2016"|"NorthEast United FC"|"Adilson Goiano"|1988-02-09|"28"|"Brazil"|"Sampaio Corrêa Futebol Clube (MA)"|"180"|"right"|NA|NA|NA|"500K"|"400K"
"2016"|"NorthEast United FC"|"Rowllin Borges"|1992-06-05|"24"|"India"|"NorthEast United FC"|"183"|NA|2016-05-25|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Hélio Pinto"|1984-02-29|"32"|"Portugal"|"Louletano DC"|"185"|"left"|NA|NA|NA|"350K"|"500K"
"2016"|"NorthEast United FC"|"Lalrempuia Fanai"|1996-05-11|"20"|"India"|"NorthEast United FC"|"172"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Lalrindika Ralte"|1992-09-07|"23"|"India"|"East Bengal FC"|"173"|NA|NA|NA|NA|"75K"|"75K"
"2016"|"NorthEast United FC"|"Marcinho"|1986-05-14|"30"|"Brazil"|"Criciúma Esporte Clube"|"182"|"left"|NA|NA|NA|"1.20M"|"1.80M"
"2016"|"NorthEast United FC"|"Seiminlen Doungel"|1994-01-03|"22"|"India"|"Kerala Blasters FC"|"172"|"right"|2014-09-01|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Holicharan Narzary"|1994-05-10|"22"|"India"|"Kerala Blasters FC"|"174"|NA|2016-07-01|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Sushil Meitei"|1997-02-08|"19"|"India"|"NEROCA FC"|"170"|"right"|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Odaïr Fortes"|1987-03-31|"29"|"Cape Verde"|"Without Club"|"185"|"right"|NA|NA|NA|"1.50M"|"2.00M"
"2016"|"NorthEast United FC"|"Malemnganba Meetei"|1992-01-05|"24"|"India"|"NEROCA FC"|"175"|"right"|NA|NA|NA|NA|NA
"2016"|"NorthEast United FC"|"Luis Alfonso Páez"|1986-10-27|"29"|"Colombia"|"Unknown"|"182"|"left"|NA|NA|NA|"650K"|"600K"
"2016"|"NorthEast United FC"|"Danilo"|1991-04-25|"25"|"Brazil"|"Kasetsart FC"|"186"|"right"|NA|NA|NA|"300K"|"400K"
"2017"|"Bengaluru FC"|"Gurpreet Singh Sandhu"|1992-02-03|"25"|"India"|"Bengaluru FC"|"194"|"right"|2017-08-18|NA|2023-05-31|"100K"|"100K"
"2017"|"Bengaluru FC"|"Soram Anganba"|1992-12-24|"24"|"India"|"Bengaluru FC"|"180"|NA|2014-11-01|NA|NA|"100K"|NA
"2017"|"Bengaluru FC"|"Abhra Mondal"|1986-10-03|"30"|"India"|"East Bengal FC"|"178"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Lalthuammawia Ralte"|1992-11-28|"24"|"India"|"FC Goa"|"177"|NA|2014-09-01|NA|2018-05-30|NA|NA
"2017"|"Bengaluru FC"|"Calvin Abhishek"|1994-05-13|"23"|"India"|"Without Club"|NA|NA|2017-07-01|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Asheer Akhtar"|1994-12-14|"22"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Roshan Singh"|NA|NA|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Prashanth Kalinga"|NA|NA|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Myron Mendes"|NA|NA|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Collin Abranches"|1991-12-12|"25"|"India"|"Without Club"|"170"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Joyner Lourenco"|1991-11-08|"25"|"India"|"Bengaluru FC"|"176"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Juanan"|1987-04-27|"30"|"Spain"|"Bengaluru FC"|"192"|"left"|2016-08-08|NA|2020-05-31|"300K"|NA
"2017"|"Bengaluru FC"|"Zohmingliana Ralte"|1990-10-02|"26"|"India"|"Chennaiyin FC"|"178"|"right"|2017-07-23|NA|2018-05-30|NA|NA
"2017"|"Bengaluru FC"|"Subashish Bose"|1995-08-18|"21"|"India"|"Mumbai City FC"|"186"|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Gursimrat Singh Gill"|1997-02-11|"20"|"India"|"Bengaluru FC"|NA|NA|2016-08-23|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Nishu Kumar"|1997-11-05|"19"|"India"|"Bengaluru FC"|"178"|"both"|2015-11-17|NA|2020-05-31|NA|NA
"2017"|"Bengaluru FC"|"Rahul Bheke"|1990-12-06|"26"|"India"|"Bengaluru FC"|"179"|"right"|2017-07-23|NA|2021-05-31|"100K"|NA
"2017"|"Bengaluru FC"|"John Johnson"|1988-03-15|"29"|"England"|"Amar Tomar Kolkata"|"183"|"right"|2013-07-16|NA|2018-05-30|"75K"|"50K"
"2017"|"Bengaluru FC"|"Harmanjot Khabra"|1988-03-18|"29"|"India"|"Bengaluru FC"|"181"|"right"|2017-07-23|NA|2021-05-31|"75K"|NA
"2017"|"Bengaluru FC"|"Rino Anto"|1988-01-03|"29"|"India"|"Bengaluru FC"|"174"|"right"|2013-07-20|NA|NA|"50K"|NA
"2017"|"Bengaluru FC"|"Bidyananda Singh"|1997-11-27|"19"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|"75K"|NA
"2017"|"Bengaluru FC"|"Leon Agustine Asokan"|NA|NA|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Robinson Singh"|1992-02-03|"25"|"India"|"Bengaluru FC"|NA|NA|2017-07-31|NA|2019-05-31|NA|NA
"2017"|"Bengaluru FC"|"Altamash Sayed"|1996-08-12|"20"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Dimas Delgado"|1983-02-06|"34"|"Spain"|"Bengaluru FC"|"178"|"right"|2017-07-11|NA|2019-06-30|"400K"|"350K"
"2017"|"Bengaluru FC"|"Erik Paartalu"|1986-05-03|"31"|"Australia"|"Bengaluru FC"|"193"|"both"|2017-07-05|NA|2020-06-30|"400K"|"500K"
"2017"|"Bengaluru FC"|"Lenny Rodrigues"|1987-05-10|"30"|"India"|"FC Goa"|"185"|NA|2017-07-23|NA|NA|"100K"|"50K"
"2017"|"Bengaluru FC"|"Víctor Pérez"|1988-01-12|"29"|"Spain"|"Without Club"|"178"|NA|2018-03-02|NA|2018-05-31|"600K"|"600K"
"2017"|"Bengaluru FC"|"Malsawmzuala"|1997-09-12|"19"|"India"|"Amar Tomar Kolkata"|"178"|"right"|2015-11-17|NA|2018-05-31|"50K"|NA
"2017"|"Bengaluru FC"|"Kean Lewis"|1992-09-19|"24"|"India"|"Bengaluru FC"|NA|NA|NA|NA|NA|"150K"|NA
"2017"|"Bengaluru FC"|"Boithang Haokip"|1991-09-09|"25"|"India"|"Bengaluru FC"|"178"|NA|2017-07-23|NA|2020-06-30|"100K"|NA
"2017"|"Bengaluru FC"|"Alwyn George"|1992-03-01|"25"|"India"|"FC Pune City"|"173"|NA|2015-07-29|NA|NA|"75K"|NA
"2017"|"Bengaluru FC"|"Cletus Dominic Jacob Paul"|1993-04-26|"24"|"India"|"Bengaluru FC"|NA|NA|2017-10-01|NA|NA|NA|NA
"2017"|"Bengaluru FC"|"Edu García"|1990-04-24|"27"|"Spain"|"Zhejiang Greentown"|"182"|"right"|2017-09-03|NA|2018-05-30|"300K"|"300K"
"2017"|"Bengaluru FC"|"Udanta Singh"|1996-06-14|"21"|"India"|"Bengaluru FC"|NA|NA|2014-07-15|NA|2020-06-30|"75K"|NA
"2017"|"Bengaluru FC"|"Chencho Gyeltshen"|1996-05-10|"21"|"Bhutan"|"Bengaluru FC"|"173"|"right"|NA|NA|NA|"50K"|NA
"2017"|"Bengaluru FC"|"Xisco Hernández"|1989-07-31|"27"|"Spain"|"Bengaluru FC"|"177"|"left"|NA|NA|NA|"250K"|"200K"
"2017"|"Bengaluru FC"|"Toni Dovale"|1990-04-04|"27"|"Spain"|"Nea Salamina Famagusta"|"177"|"left"|2017-07-17|NA|NA|"200K"|"200K"
"2017"|"Bengaluru FC"|"Miku Fedor"|1985-08-19|"31"|"Venezuela"|"Bengaluru FC"|"185"|"right"|2017-08-30|NA|2019-05-31|"1.00M"|"1.80M"
"2017"|"Bengaluru FC"|"Daniel Segovia"|1985-05-23|"32"|"Spain"|"Racing Santander"|"189"|"right"|2018-02-15|NA|2018-05-31|"350K"|"350K"
"2017"|"Bengaluru FC"|"Sunil Chhetri"|1984-08-03|"32"|"India"|"Bengaluru FC"|"170"|NA|2017-01-01|NA|2020-05-31|"275K"|"400K"
"2017"|"Bengaluru FC"|"Braulio Nóbrega"|1985-09-18|"31"|"Spain"|"CD Alcoyano"|"178"|"right"|2017-08-07|NA|NA|"150K"|"150K"
"2017"|"Bengaluru FC"|"Sembi Haokip"|1993-08-26|"23"|"India"|"Bengaluru FC"|"183"|NA|2017-07-23|NA|2020-05-31|"75K"|NA
"2017"|"Bengaluru FC"|"Daniel Lalhlimpuia"|1997-09-12|"19"|"India"|"Delhi Dynamos FC"|"184"|NA|2015-11-17|NA|NA|"50K"|NA
"2017"|"Chennaiyin FC"|"Karanjit Singh"|1986-01-08|"31"|"India"|"Chennaiyin FC"|"182"|"right"|2016-07-01|NA|2019-05-31|"100K"|"100K"
"2017"|"Chennaiyin FC"|"Pawan Kumar"|1990-07-01|"27"|"India"|"NorthEast United FC"|"182"|NA|2016-07-01|NA|NA|"25K"|NA
"2017"|"Chennaiyin FC"|"Shahinlal Meloly"|1990-02-15|"27"|"India"|"Without Club"|"188"|NA|2017-07-23|NA|2018-05-31|NA|NA
"2017"|"Chennaiyin FC"|"Reamsochung Chongapipa Aimol"|NA|NA|"India"|"Chennaiyin FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Bibin Boban"|NA|NA|"India"|"Chennaiyin FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Sanjay Balmuchu"|1992-01-05|"25"|"India"|"Jamshedpur FC"|NA|NA|2017-07-23|NA|2018-05-31|"150K"|NA
"2017"|"Chennaiyin FC"|"Keenan Almeida"|1991-12-10|"25"|"India"|"FC Pune City"|"181"|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Chennaiyin FC"|"Laldinliana Renthlei"|1998-08-26|"18"|"India"|"Chennaiyin FC"|NA|NA|NA|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Prosenjit Chakraborty"|1998-07-15|"18"|"India"|"Chennaiyin FC"|NA|NA|2016-08-16|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Henrique Sereno"|1985-05-18|"32"|"Portugal"|"Chennaiyin FC"|"187"|"right"|2017-09-18|NA|NA|"300K"|"350K"
"2017"|"Chennaiyin FC"|"Fulganco Cardozo"|1988-01-23|"29"|"India"|"Without Club"|"183"|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Chennaiyin FC"|"Mailson"|1988-02-05|"29"|"Brazil"|"Chennaiyin FC"|"183"|"right"|2017-09-18|NA|2020-06-30|"50K"|NA
"2017"|"Chennaiyin FC"|"Dhanachandra Singh"|1987-03-04|"30"|"India"|"Jamshedpur FC"|"180"|NA|2015-07-01|NA|NA|"25K"|NA
"2017"|"Chennaiyin FC"|"Zohmingliana Ralte"|1990-10-02|"26"|"India"|"Chennaiyin FC"|"178"|"right"|NA|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Jerry Lalrinzuala"|1998-07-30|"18"|"India"|"Chennaiyin FC"|"174"|"left"|2016-07-01|NA|2020-05-31|"100K"|NA
"2017"|"Chennaiyin FC"|"Iñigo Calderón"|1982-01-04|"35"|"Spain"|"Chennaiyin FC"|"180"|"right"|2017-07-19|NA|2019-06-30|"200K"|"300K"
"2017"|"Chennaiyin FC"|"Germanpreet Singh"|1996-06-24|"21"|"India"|"Chennaiyin FC"|"175"|NA|2017-07-23|NA|2020-05-31|NA|NA
"2017"|"Chennaiyin FC"|"Bikramjit Singh"|1992-10-15|"24"|"India"|"Delhi Dynamos FC"|"171"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"Chennaiyin FC"|"Dhanpal Ganesh"|1994-06-13|"23"|"India"|"Chennaiyin FC"|"185"|NA|2016-07-01|NA|2019-05-31|"50K"|NA
"2017"|"Chennaiyin FC"|"Raphael Augusto"|1991-03-06|"26"|"Brazil"|"Chennaiyin FC"|"181"|"both"|2016-07-17|NA|2019-12-31|"200K"|"200K"
"2017"|"Chennaiyin FC"|"Thoi Singh"|1990-10-05|"26"|"India"|"Chennaiyin FC"|"168"|NA|2015-07-10|NA|2019-05-31|"75K"|NA
"2017"|"Chennaiyin FC"|"Anirudh Thapa"|1998-01-15|"19"|"India"|"Chennaiyin FC"|"169"|NA|2016-07-01|NA|2020-05-31|"25K"|NA
"2017"|"Chennaiyin FC"|"Francis Fernandes"|1985-11-25|"31"|"India"|"Chennaiyin FC"|"170"|NA|2017-07-23|NA|2019-06-30|"75K"|"50K"
"2017"|"Chennaiyin FC"|"Rene Mihelic"|1988-07-05|"28"|"Slovenia"|"Delhi Dynamos FC"|"177"|"right"|2017-07-27|NA|2018-03-31|"350K"|"500K"
"2017"|"Chennaiyin FC"|"Issac Vanmalsawma"|1996-09-15|"20"|"India"|"Chennaiyin FC"|"174"|"right"|NA|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Jaime Gavilán"|1985-05-12|"32"|"Spain"|"AD Alcorcón"|"177"|"left"|2017-08-22|NA|NA|"750K"|"900K"
"2017"|"Chennaiyin FC"|"Baoringdao Bodo"|1999-10-17|"17"|"India"|"Chennaiyin FC"|"172"|"right"|2016-05-18|NA|2020-05-31|NA|NA
"2017"|"Chennaiyin FC"|"Laishram Bedashwor Singh"|1998-12-31|"18"|"India"|"Chennaiyin FC"|"174"|"right"|2016-08-16|NA|NA|NA|NA
"2017"|"Chennaiyin FC"|"Gregory Nelson"|1988-01-31|"29"|"Netherlands"|"Chennaiyin FC"|"176"|"right"|2017-09-12|NA|2019-05-31|"900K"|"900K"
"2017"|"Chennaiyin FC"|"Jude Nworuh"|1989-06-09|"28"|"Nigeria"|"Without Club"|"170"|"right"|2017-09-06|NA|2018-05-31|"500K"|"200K"
"2017"|"Chennaiyin FC"|"Jeje Lalpekhlua"|1991-01-07|"26"|"India"|"Chennaiyin FC"|"176"|NA|2015-07-01|NA|2020-05-31|"250K"|"125K"
"2017"|"Chennaiyin FC"|"Mohammed Rafi"|1982-05-24|"35"|"India"|"Chennaiyin FC"|"179"|NA|2017-07-23|NA|2019-06-30|"100K"|"25K"
"2017"|"Chennaiyin FC"|"Aman Chetri"|2001-07-26|"15"|"India"|"Chennaiyin FC"|"169"|"right"|2017-12-10|NA|2020-05-31|NA|NA
"2017"|"Delhi Dynamos FC"|"Xabi Irureta"|1986-03-21|"31"|"Spain"|"UD San Sebastián de los Reyes"|"179"|"right"|2018-01-04|NA|NA|"600K"|"600K"
"2017"|"Delhi Dynamos FC"|"Albino Gomes"|1994-02-07|"23"|"India"|"Delhi Dynamos FC"|NA|NA|2017-07-23|NA|2020-05-31|"100K"|NA
"2017"|"Delhi Dynamos FC"|"Arnab Das"|1987-11-20|"29"|"India"|"Gokulam Kerala FC"|"183"|NA|2017-07-23|NA|NA|"50K"|NA
"2017"|"Delhi Dynamos FC"|"Sukhdev Patil"|1998-01-23|"19"|"India"|"Delhi Dynamos FC"|NA|NA|2017-07-23|NA|2020-05-31|"50K"|NA
"2017"|"Delhi Dynamos FC"|"Munmun Lugun"|1993-05-05|"24"|"India"|"Without Club"|"176"|NA|2017-07-23|NA|NA|"50K"|NA
"2017"|"Delhi Dynamos FC"|"Jayananda Moirangthem Singh"|1999-03-01|"18"|"India"|"Delhi Dynamos FC"|"180"|NA|2017-09-19|NA|2020-05-31|NA|NA
"2017"|"Delhi Dynamos FC"|"Mohammad Sajid Dhot"|1997-12-10|"19"|"India"|"Delhi Dynamos FC"|"184"|NA|2017-07-23|NA|2020-05-31|NA|NA
"2017"|"Delhi Dynamos FC"|"Jayananda Moirangthem Singh"|1999-03-01|"18"|"India"|"Delete player"|"180"|NA|NA|NA|NA|NA|NA
"2017"|"Delhi Dynamos FC"|"Gabriel Cichero"|1984-04-25|"33"|"Venezuela"|"CE L’Hospitalet"|"184"|"left"|2017-08-10|NA|NA|"450K"|"500K"
"2017"|"Delhi Dynamos FC"|"Pratik Chowdhary"|1989-10-04|"27"|"India"|"Jamshedpur FC"|"186"|"right"|2017-07-23|NA|NA|"100K"|NA
"2017"|"Delhi Dynamos FC"|"Rowilson Rodrigues"|1987-03-26|"30"|"India"|"Without Club"|"181"|NA|2017-07-23|NA|NA|"25K"|NA
"2017"|"Delhi Dynamos FC"|"Sena Ralte"|1988-07-06|"28"|"India"|"Amar Tomar Kolkata"|"170"|"left"|2017-07-23|NA|2018-05-30|"100K"|NA
"2017"|"Delhi Dynamos FC"|"Edu Moya"|1981-01-03|"36"|"Spain"|"Without Club"|"175"|"right"|2017-09-12|NA|NA|"100K"|NA
"2017"|"Delhi Dynamos FC"|"Pritam Kotal"|1993-08-09|"23"|"India"|"Delhi Dynamos FC"|"179"|NA|2017-07-23|NA|2019-05-31|"100K"|NA
"2017"|"Delhi Dynamos FC"|"Lallianzuala Chhangte"|1997-08-06|"19"|"India"|"Delhi Dynamos FC"|"167"|NA|2017-07-23|NA|2019-05-31|"50K"|NA
"2017"|"Delhi Dynamos FC"|"Nandha Kumar Sekar"|1995-12-20|"21"|"India"|"Delhi Dynamos FC"|NA|NA|2017-09-17|NA|NA|NA|NA
"2017"|"Delhi Dynamos FC"|"Paulinho Dias"|1988-05-13|"29"|"Brazil"|"Ituano Futebol Clube (SP)"|"175"|"right"|2017-07-28|NA|NA|"750K"|"850K"
"2017"|"Delhi Dynamos FC"|"Vinit Rai"|1997-10-10|"19"|"India"|"Delhi Dynamos FC"|"184"|NA|2017-07-23|NA|2020-05-31|"75K"|NA
"2017"|"Delhi Dynamos FC"|"Simranjeet Singh"|1992-01-25|"25"|"India"|"NorthEast United FC"|NA|"right"|2017-07-23|NA|NA|NA|NA
"2017"|"Delhi Dynamos FC"|"David Ngaihte"|1989-12-16|"27"|"India"|"Tollygunge Agragami"|"170"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"Delhi Dynamos FC"|"Seityasen Singh"|1992-03-12|"25"|"India"|"NorthEast United FC"|"178"|NA|2017-07-23|NA|NA|"75K"|NA
"2017"|"Delhi Dynamos FC"|"Matías Mirabaje"|1989-03-06|"28"|"Uruguay"|"Mumbai City FC"|"179"|"left"|2017-07-31|NA|NA|"350K"|"350K"
"2017"|"Delhi Dynamos FC"|"Manuel Arana"|1984-12-03|"32"|"Spain"|"Without Club"|"175"|"right"|2018-02-09|NA|NA|"400K"|"400K"
"2017"|"Delhi Dynamos FC"|"Jeroen Lumu"|1995-05-27|"22"|"Netherlands"|"Petrolul Ploiesti"|"178"|"left"|2017-09-13|NA|NA|"200K"|"250K"
"2017"|"Delhi Dynamos FC"|"Romeo Fernandes"|1992-07-06|"24"|"India"|"Delhi Dynamos FC"|"168"|NA|2017-07-23|NA|2019-05-31|"150K"|"100K"
"2017"|"Delhi Dynamos FC"|"Kalu Uche"|1982-11-15|"34"|"Nigeria"|"Amar Tomar Kolkata"|"180"|"right"|2017-09-07|NA|NA|"300K"|"600K"
"2017"|"Delhi Dynamos FC"|"Guyon Fernandez"|1986-04-18|"31"|"Curacao"|"Without Club"|"184"|"right"|2017-09-12|NA|NA|"250K"|"250K"
"2017"|"Delhi Dynamos FC"|"Shubham Sarangi"|2000-06-24|"17"|"India"|"Delhi Dynamos FC"|"179"|"right"|NA|NA|NA|NA|NA
"2017"|"FC Goa"|"Laxmikant Kattimani"|1989-05-03|"28"|"India"|"FC Goa"|"183"|NA|2015-07-01|NA|2020-06-30|"100K"|NA
"2017"|"FC Goa"|"Mohammad Nawaz"|2000-01-21|"17"|"India"|"FC Goa"|NA|"right"|NA|NA|NA|NA|NA
"2017"|"FC Goa"|"Bruno Colaco"|1991-10-11|"25"|"India"|"Without Club"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Naveen Kumar"|1989-01-09|"28"|"India"|"Kerala Blasters FC"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Konsham Singh"|1996-11-23|"20"|"India"|"FC Goa"|"186"|NA|2017-07-23|NA|NA|"150K"|NA
"2017"|"FC Goa"|"Amey Ranawade"|1998-03-07|"19"|"India"|"Mohun Bagan AC"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Jonathan Cardozo"|NA|NA|"India"|"FC Goa"|NA|NA|NA|NA|NA|NA|NA
"2017"|"FC Goa"|"Sergio Juste"|1992-01-19|"25"|"Spain"|"CE L’Hospitalet"|"181"|"right"|2017-08-14|NA|NA|"300K"|"300K"
"2017"|"FC Goa"|"Mohamed Ali"|1992-08-21|"24"|"India"|"FC Goa"|"178"|NA|2017-07-23|NA|2020-06-30|NA|NA
"2017"|"FC Goa"|"Narayan Das"|1993-09-25|"23"|"India"|"Delhi Dynamos FC"|"175"|NA|2017-07-23|NA|NA|"100K"|NA
"2017"|"FC Goa"|"Jovel Martins"|1990-08-15|"26"|"India"|"Churchill Brothers SC"|"162"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Anthony D'Souza"|1987-03-02|"30"|"India"|"Without Club"|"164"|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Mohammed Yasir"|NA|NA|"India"|"Without Club"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Seriton Fernandes"|1992-10-26|"24"|"India"|"FC Goa"|NA|NA|2017-07-23|NA|NA|NA|NA
"2017"|"FC Goa"|"Ahmed Jahouh"|1988-07-31|"28"|"Morocco"|"FC Goa"|NA|"right"|2017-08-02|NA|NA|"450K"|"500K"
"2017"|"FC Goa"|"Bruno Pinheiro"|1987-08-21|"29"|"Portugal"|"FC Goa"|"185"|"right"|2017-07-01|NA|2019-05-31|"400K"|"300K"
"2017"|"FC Goa"|"Pronay Halder"|1993-02-25|"24"|"India"|"Amar Tomar Kolkata"|"177"|"right"|2017-07-23|NA|2018-05-30|"100K"|NA
"2017"|"FC Goa"|"Pratesh Shirodkar"|1989-02-19|"28"|"India"|"FC Goa"|"158"|NA|2016-07-01|NA|NA|"75K"|NA
"2017"|"FC Goa"|"Edu Bedia"|1989-03-23|"28"|"Spain"|"FC Goa"|"183"|"left"|2017-08-31|NA|2019-05-31|"400K"|"400K"
